Name,CC0h_1,CC0h_2,CC0h_3,CC4h_1,CC4h_2,CC4h_3,CC12h_1,CC12h_2,CC12h_3,MGC0h_1,MGC0h_2,MGC0h_3,MGC4h_1,MGC4h_2,MGC4h_3,MGC12h_1,MGC12h_2,MGC12h_3
Mir340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tbc1d9b,3184,3195,3247,1271,874,1123,2316,2470,2612,5541,4028,4521,1318,1064,1451,2705,2860,2981
Gm12195,6,14,10,2,4,1,0,0,0,6,0,6,4,0,10,0,2,0
Mrnip,639,955,985,335,232,707,144,160,167,579,505,499,122,83,158,221,185,260
Sqstm1,9530,10738,9003,18751,16190,10316,31832,31789,34508,15764,10912,12561,10738,13294,11490,20678,23063,22829
Mgat4b,22594,23368,21622,5769,4868,3413,6330,6278,7320,14773,10632,11799,3541,2853,3446,7738,8179,8516
Mir6919,0,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0
Ltc4s,21,146,78,64,30,273,6,0,2,6,9,41,2,11,14,8,8,6
Gm26542,69,112,158,58,28,34,23,32,22,23,28,16,14,23,22,31,30,35
Maml1,1574,1565,1498,2835,2572,1665,3471,3296,3400,3300,2042,2482,2751,3568,2859,3505,3821,3763
Canx,19842,21851,18338,28434,23050,17896,34940,32604,37902,39589,28694,31034,22193,24816,25039,23542,24063,28099
Cby3,12,8,4,2,8,18,0,0,0,0,10,2,0,0,0,0,2,0
Mir804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hnrnph1,28728,35119,30188,33091,29947,20460,19171,18188,20330,44243,31998,31519,29036,31485,29939,23016,23266,24196
Rufy1,1696,3643,3019,2320,1130,5131,1127,1173,1192,1650,1307,1735,494,493,593,974,909,1079
Gm23824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm12198,147,215,172,75,46,15,20,5,14,161,112,135,56,46,40,44,27,54
Adamts2,11271,13629,11062,4686,4704,2313,1859,1816,2089,15076,9917,13865,6228,6542,7467,6807,4312,6762
Gm12199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm12200,1,0,0,2,1,0,0,0,0,1,2,2,4,0,0,0,0,1
Gm23392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Zfp354c,474,569,536,1151,836,609,352,320,395,1104,995,951,908,852,1015,546,534,723
Zfp879,30,52,26,30,26,22,26,22,20,78,66,47,28,22,12,26,41,39
Grm6,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
Gm12660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp454,137,199,122,239,127,81,105,57,64,382,236,242,109,70,100,136,139,157
Zfp2,372,422,303,438,265,233,321,311,325,662,518,457,340,305,391,349,366,376
Zfp354b,56,83,99,299,234,112,106,68,112,85,73,62,86,64,81,139,116,77
4933414I15Rik,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prop1,27,16,19,16,27,20,11,22,16,3,2,0,4,8,4,8,7,2
Olfr1378,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Olfr1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Olfr51,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Olfr54,2,4,4,0,0,0,1,0,0,0,2,0,1,2,0,0,0,0
Olfr1375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp354a,180,122,150,318,122,137,246,211,172,254,199,220,167,167,173,184,178,221
9230009I02Rik,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Platr20,3,0,1,0,0,2,0,0,0,2,0,0,1,0,0,0,1,2
Gm12569,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
BC049762,4,6,1,2,8,2,6,13,0,8,32,19,0,2,11,5,0,6
Clk4,2816,4076,3693,2778,2328,1969,2278,2696,2814,6416,5285,4944,4001,3584,3861,3836,3990,4556
Gm25082,18,5,7,14,4,0,8,20,17,13,23,5,5,5,4,4,4,9
Col23a1,114,153,118,97,82,118,139,140,117,202,177,224,101,126,145,179,136,182
Phykpl,1150,1317,1205,1110,1304,769,639,591,687,1845,1482,1596,939,1101,1103,908,1012,1172
Hnrnpab,39928,40508,35529,55386,49218,31858,22866,19616,24686,26191,18424,18480,20500,27794,22615,19496,20587,19905
Nhp2,4889,6095,4991,3561,3107,2495,1466,1434,1558,1892,1461,1645,948,1081,1144,1840,1997,2018
Rmnd5b,1629,1764,1556,1195,942,810,1861,2152,2318,4401,3184,3471,1205,1127,1288,4127,5056,4902
N4bp3,353,455,414,615,397,299,172,246,325,808,594,652,277,227,358,344,364,383
D930048N14Rik,62,79,77,86,57,76,103,102,96,376,216,281,127,66,122,177,187,230
0610009B22Rik,783,979,856,614,343,924,507,500,650,904,554,651,277,250,270,371,460,473
Sec24a,1367,1715,1613,3238,2384,1730,2204,1957,2221,3013,2096,2227,1927,2145,1787,1785,1991,2080
Gm25291,0,0,0,0,0,0,0,0,2,0,2,0,0,4,0,0,0,0
Sar1b,2138,2290,1930,2525,1946,2087,1958,1843,2304,2201,1647,1819,1459,1653,1520,1821,2016,2032
Jade2,965,3480,2770,2854,1297,7627,1531,1654,1768,1792,1365,1984,438,422,597,2048,2550,3018
Gm39822,6,0,12,4,0,15,0,0,0,4,10,2,0,0,0,9,7,6
Gm26551,260,407,253,351,198,527,148,189,222,243,176,224,134,144,183,252,176,220
Gm26061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cdkn2aipnl,2902,3317,2702,1583,1152,1247,1321,1332,1697,1892,1266,1543,671,540,603,1351,1345,1341
Ube2b,3634,4782,3968,4466,3658,3416,4718,4965,5324,4089,3009,3380,2663,3324,3028,4070,4493,4124
Gm12204,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Cdkl3,159,315,217,106,116,83,100,117,145,289,255,237,67,64,80,92,95,115
Gm12205,0,0,0,0,0,0,0,4,0,10,2,2,2,0,2,3,0,2
Ppp2ca,8850,9679,8745,15348,13640,9872,13336,13006,14864,9691,6536,7086,8105,11702,9165,9908,10647,10573
Gm24157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9430098F02Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir3061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr1371,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skp1a,8103,13359,11885,13476,9180,22081,4444,4181,5088,6106,4636,6409,3940,5127,4859,5419,5285,5517
Gm12207,7,18,9,4,3,2,5,5,5,10,7,8,6,6,6,12,15,7
Tcf7,5177,5834,5469,4713,4745,3950,2191,2552,2990,3770,2516,2881,2270,2733,2608,2494,2264,2390
A630014C17Rik,393,497,434,436,422,298,221,329,343,339,219,235,212,208,182,222,189,210
Vdac1,9885,11173,9174,8982,7662,5410,8673,8925,10209,9159,6414,7240,3957,4830,4498,7601,8186,8249
9530068E07Rik,5628,6344,5519,7972,6049,5615,9809,9483,11006,9675,6979,7780,5331,6110,5822,8028,8901,9253
Fstl4,66,190,136,98,59,318,6,5,11,45,61,75,14,21,19,30,8,30
Gm11186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hspa4,14606,17349,13942,19236,16474,13367,10322,8408,10467,13105,9570,10630,10270,12333,11157,10637,9952,10598
Zcchc10,741,1748,1389,1692,977,3225,315,369,417,597,527,655,380,456,501,565,473,560
Aff4,4546,4997,4635,7694,6706,3701,9677,9539,10681,10552,7688,8512,8242,11134,9182,7977,9416,9683
Gm25930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir6920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leap2,0,0,2,7,0,0,5,0,2,12,8,2,4,2,2,0,0,0
Uqcrq,8030,8411,7508,6420,4878,4061,3577,3105,3980,3531,2596,2608,1674,2145,1807,2139,2311,2164
Gdf9,2715,17055,15725,18758,6778,46926,77,135,70,1262,1739,5011,871,1445,1319,1978,846,1433
Gm10447,48,85,50,20,12,14,4,10,6,55,39,59,3,10,13,17,15,16
Shroom1,2009,2651,2178,581,422,348,494,509,558,896,625,522,191,168,213,447,404,351
Gm12212,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Gm9837,0,0,0,0,0,0,0,2,2,2,0,4,0,0,2,4,2,0
Sowaha,10,6,22,0,1,0,0,0,6,9,6,6,4,4,0,6,12,18
Gm9945,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,2
Septin8,1825,1977,1656,1684,1119,853,2657,2478,2777,2914,2078,2321,1280,969,1169,2155,2180,2157
A430108G06Rik,12,6,12,6,8,0,18,13,24,14,7,4,4,4,10,2,12,2
Kif3a,2942,3705,3471,1899,1167,1613,1486,1648,1764,3357,2462,2611,1210,909,1214,1383,1506,1403
Il4,328,405,420,142,76,64,87,103,100,285,285,313,98,88,97,130,123,143
Il13,0,6,24,6,6,14,10,11,6,3,4,3,2,3,2,10,0,0
Rad50,4394,5877,4981,2090,1191,3515,1017,1306,1211,4404,3210,3341,861,663,906,1337,1469,1694
Gm22275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il5,1,13,6,2,1,0,0,3,6,9,2,4,4,2,4,28,20,46
Gm12214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir7671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irf1,1303,2465,2205,2005,941,3525,1028,1265,1283,1283,933,1216,579,445,581,1183,1356,1465
Gm17334,6,11,32,2,1,11,10,8,24,19,14,19,13,2,7,27,23,30
Gm12216,197,232,142,42,18,40,186,327,288,206,225,300,87,36,100,433,601,805
Slc22a5,1034,1148,1187,1031,664,938,1248,1431,1335,1497,1246,1242,607,542,665,1278,1669,1755
Slc22a21,483,513,600,289,182,174,411,479,600,780,706,722,210,193,322,558,577,685
Slc22a4,32,15,21,134,120,87,100,100,106,12,6,31,9,14,39,52,31,48
Pdlim4,2332,2601,2348,208,125,140,607,555,772,3974,3178,3100,818,470,723,2325,2698,2967
P4ha2,3052,2963,3213,1411,870,695,2492,2793,2609,2775,1683,2102,702,614,826,1889,1912,2173
4933405E24Rik,4,1,4,8,3,2,8,1,2,2,3,1,1,1,2,1,2,1
Csf2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm12223,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0
Il3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Acsl6,1,6,20,4,8,46,13,2,8,37,16,34,0,8,5,10,14,20
Gm12224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Meikin,20,108,117,89,40,282,3,3,4,14,4,20,2,4,5,12,7,13
Fnip1,974,1839,1640,1417,1177,1502,1618,1768,1644,1385,1274,1335,924,977,945,1490,1458,1587
Gm24198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rapgef6,1561,1746,1548,1926,1400,1295,2329,2132,2617,2653,1879,1942,1838,1880,2069,2494,2452,2595
Gm26116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cdc42se2,2841,5785,4937,5370,2963,10544,1725,1700,1865,3001,2431,3059,1537,1738,1843,2153,2056,2105
Gm12227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lyrm7os,18,23,15,0,0,0,0,0,0,34,31,18,3,5,0,3,7,6
Lyrm7,138,228,235,119,67,236,61,44,88,184,185,152,47,34,45,83,68,105
Gm25426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hint1,6992,8133,6725,5535,4127,3737,4835,4862,5289,4542,3342,3676,2531,2490,2800,3927,4476,4362
Gpx3,2342,3203,2238,1515,1528,1396,4180,4223,4294,1824,1445,1978,1282,1439,1452,8704,10667,8086
Tnip1,2636,3528,2878,1701,1141,2148,3449,3748,3697,2121,1758,1922,1797,1765,2171,6941,7728,7470
Anxa6,1847,2492,2050,1216,855,2389,4936,5022,5967,4321,2663,3862,883,1110,1280,4804,5653,5209
Ccdc69,343,1987,1555,1900,777,5175,221,219,201,121,169,453,77,118,128,306,335,353
Gm2a,1601,1949,1594,1078,916,495,8804,8249,10911,2542,2553,2998,1030,1020,1527,9652,11924,11969
Slc36a3,2,1,12,2,1,2,83,69,91,2,2,4,1,6,2,97,105,87
Slc36a3os,0,0,0,0,0,0,3,1,5,0,0,0,0,0,0,2,15,9
Slc36a2,32,34,22,60,31,30,2160,2314,2428,12,10,31,2,1,3,116,138,146
Slc36a1os,0,0,0,6,0,0,8,4,12,0,1,0,1,0,0,3,3,6
Slc36a1,1310,1337,1385,2313,1536,1487,2759,2824,2847,3024,2079,2339,1288,1040,1324,2417,2599,2813
Fat2,4,9,5,34,81,60,2,13,7,2,5,12,20,25,23,79,160,122
Sparc,1984,1689,1419,2671,1771,1322,23902,24568,27245,9370,8713,11951,6340,6075,8855,50143,63639,64331
Atox1,1048,1237,878,1043,865,690,1348,1427,1702,855,699,711,404,468,529,892,983,995
G3bp1,16447,18555,15348,12092,10086,6601,5956,5567,6298,12509,8846,9222,6578,7026,7340,8118,7958,8892
Gm22884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm12238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir7652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glra1,2,17,5,7,3,21,13,36,33,6,3,9,4,5,0,26,30,21
Gm12236,0,0,0,0,0,0,6,2,5,0,0,0,0,0,0,5,4,2
Gm12239,12,7,11,1,3,8,8,8,11,15,9,8,1,3,6,5,7,5
Nmur2,0,0,0,0,0,0,0,0,0,30,22,20,0,0,0,0,0,0
Gm24253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm22603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gria1,11,12,10,8,8,4,7,6,7,10,11,8,9,8,8,7,5,4
Fam114a2,3534,3949,3481,2515,1817,1848,2875,2964,3199,3811,2914,3352,1733,1519,1896,2404,2691,2726
Mfap3,2375,2513,2643,2925,2470,2476,2802,2846,2810,4134,3094,3422,2874,3021,3247,2814,3104,3489
Gm12243,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1
4933424L21Rik,17,58,24,17,3,3,12,18,30,45,24,33,4,3,11,15,23,29
Galnt10,5038,4882,4514,1918,1878,1052,1668,1623,1737,7057,4920,5634,1443,1556,1632,1885,1831,2166
4933426K07Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Gm24582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n-R5s69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010001A14Rik,59,157,166,24,16,40,101,105,134,257,221,277,81,33,54,132,172,120
Sap30l,1449,2003,1594,2115,1209,2165,2265,2041,2076,1133,865,1055,1096,1109,1132,1254,1368,1304
Hand1,0,0,0,0,0,0,0,2,4,0,0,1,0,0,0,0,0,0
Gm26025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm12249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Larp1,10740,12304,11302,13101,9592,7010,9394,8829,9960,10651,7503,8717,6617,7559,7788,10325,11040,11417
Gm12248,11,5,5,33,12,29,75,64,115,15,7,23,27,18,11,35,30,36
Cnot8,2951,3796,3232,3115,2164,3366,2066,2054,2475,3294,2389,2478,1600,1613,1700,1691,1812,1986
Gemin5,2151,2726,2563,2736,2094,1383,1231,1305,1511,3130,1937,2289,1556,1636,1796,1971,1974,2234
Gm12246,1,16,15,8,0,0,0,0,0,12,2,7,1,2,1,2,10,0
Mrpl22,1304,1740,1495,1553,1071,1363,1008,901,1067,1298,1044,956,839,877,988,866,990,929
Igtp,94,117,102,40,12,26,162,255,192,200,108,177,60,27,47,158,175,188
Irgm2,56,54,56,32,8,14,313,452,415,206,211,233,74,71,86,292,347,328
4930438A08Rik,6,6,4,2,4,2,0,0,0,0,0,0,2,3,2,0,4,0
Zfp692,1996,3100,2893,1506,1052,1127,1106,1194,1209,2668,2118,2123,1211,819,1182,1474,1469,1590
Zfp672,907,1064,829,550,479,390,868,787,835,1391,1121,1258,534,498,646,909,1071,1060
1700047K16Rik,0,6,0,6,2,2,6,12,4,5,6,10,4,4,8,8,8,4
Sh3bp5l,1168,1462,1037,1461,1008,835,1865,1982,2130,1970,1287,1537,838,990,1077,1688,1988,1811
Lypd8,0,0,0,0,0,0,0,0,2,0,2,4,5,0,0,0,0,2
1810065E05Rik,62,47,82,16,18,18,4,2,8,26,11,16,4,6,4,9,2,6
Gm12253,6,4,22,0,0,0,0,0,1,7,0,0,0,2,0,0,0,0
4930504O13Rik,0,0,11,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
Olfr30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Olfr332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr330,0,1,0,0,0,0,0,1,0,5,0,4,0,0,0,0,2,0
Olfr329-ps,0,1,0,0,0,0,0,0,0,5,6,3,0,0,0,2,1,2
Olfr328,0,0,0,0,0,0,0,2,0,1,0,1,2,0,0,0,1,0
Olfr224,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
Olfr325,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Olfr324,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2210407C18Rik,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,8,2,2
Olfr323,0,0,0,1,1,2,0,1,0,0,0,0,1,0,0,1,0,0
Trim58,0,0,0,0,0,0,1,0,2,1,0,4,1,0,2,0,0,0
Olfr322,0,0,0,1,0,0,0,3,0,0,2,0,0,0,0,1,2,0
Gm22599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Olfr318,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0
Olfr317,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,2,2
Olfr316,0,0,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0
Olfr315,8,16,22,10,16,50,1,0,1,1,2,8,0,0,0,0,0,0
Olfr314,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0
Fam183b,345,386,408,115,99,58,4,2,0,138,118,110,32,41,30,18,24,22
Olfr313,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Olfr312,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Olfr311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm12258,148,213,193,124,145,98,113,135,128,614,513,521,284,214,343,255,216,351
Gm12259,0,0,0,0,6,0,6,0,2,2,4,0,6,4,0,2,0,4
2810021J22Rik,441,486,396,417,331,310,358,359,335,699,470,467,282,308,342,414,462,479
Zfp39,351,450,324,204,173,166,188,193,146,445,272,294,158,174,197,266,237,266
Gm12256,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Gm12257,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Btnl10,0,0,0,0,0,1,0,1,0,2,1,0,0,1,0,0,0,3
Rnf187,7604,9152,7889,4614,2846,4678,3965,3974,4734,6209,4637,4971,1987,1795,2124,3550,3954,3804
Hist3h2ba,0,30,48,36,12,69,0,0,2,4,3,0,0,2,0,2,10,8
Hist3h2a,42,66,50,39,36,44,45,40,26,115,70,93,30,24,44,72,82,51
Trim17,3,6,25,13,6,12,2,12,15,23,36,51,19,9,28,25,42,26
Gm44313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310058D17Rik,165,311,238,222,131,226,155,175,187,258,260,227,272,160,251,221,222,271
Trim11,1895,2500,2569,2532,1783,2661,1545,1605,1781,2942,2201,2349,2108,1993,2036,1516,1467,1671
Obscn,74,304,245,335,134,490,4,7,9,29,31,104,21,46,22,59,40,63
Gm10435,1,0,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,2
Iba57,391,667,426,529,378,289,534,589,556,686,429,508,411,419,392,502,437,390
Gjc2,6,6,0,12,0,10,9,0,0,32,38,40,12,2,12,22,20,10
Guk1,1886,2056,1741,978,781,749,950,775,1072,1600,1228,1350,507,558,632,769,892,906
2610507I01Rik,687,756,661,229,111,172,230,230,333,2522,1807,1673,362,196,300,469,556,616
Mrpl55,988,1358,1131,727,525,683,616,675,723,716,521,589,377,310,396,573,558,657
2310033P09Rik,2318,2616,2170,1347,936,1235,920,925,1148,1432,1030,1014,553,713,703,762,910,965
Arf1,18624,21410,18581,30740,24084,22332,21024,20007,23178,19948,14352,15653,13579,18011,14991,15932,17518,17230
Wnt3a,0,8,9,0,0,5,0,1,1,40,30,29,4,1,1,0,6,11
Wnt9a,19,16,14,21,16,9,39,22,50,82,71,79,20,28,28,12,62,55
Gm24756,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Prss38,0,0,10,1,0,0,6,4,0,2,0,0,0,1,0,2,0,6
Gm15755,7,0,5,0,0,0,4,0,2,0,0,3,0,2,0,4,2,1
Snap47,2089,2578,2307,1391,868,1391,1313,1278,1353,2420,1777,1855,547,450,641,1119,1181,1266
Jmjd4,654,719,548,863,544,426,713,741,718,1079,705,798,545,487,509,798,974,911
Zfp867,119,170,146,59,89,102,267,282,303,436,357,403,148,122,163,338,411,377
Zkscan17,2453,3241,2738,3406,2550,3420,2854,2920,3084,3159,2176,2623,1893,2232,2328,1767,1853,1955
4933439C10Rik,362,547,430,404,227,281,326,370,427,906,778,1003,631,459,625,492,500,493
Nlrp3,109,108,96,98,68,55,141,64,68,13,10,14,27,32,42,11,20,22
Olfr222,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Olfr223,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Olfr225,1,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0
Mprip,14345,16317,14480,14597,11515,12463,18206,17962,19287,17534,12634,14948,8755,9096,9490,14689,15788,14848
1700007J10Rik,0,8,2,1,0,6,0,0,0,1,1,2,1,2,1,0,2,1
Gm12264,12,36,33,14,32,17,18,18,22,48,36,44,31,42,30,18,23,26
Pld6,60,83,86,38,28,79,13,16,38,91,81,85,12,8,20,28,14,30
Flcn,1080,1708,1422,1729,1222,2201,1508,1526,1544,2072,1769,2102,1297,1283,1370,1573,1699,1715
Gm16062,22,62,48,47,48,52,42,31,57,32,26,28,23,40,63,39,44,74
Gm24939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cops3,2470,3307,2924,2660,2200,2586,2239,2112,2733,3339,2595,2719,1505,1756,1822,2140,2455,2618
Nt5m,799,1086,1065,687,401,513,687,713,905,1421,1112,1119,516,474,472,667,689,684
Gm12714,6,11,6,12,4,2,1,0,1,31,12,26,6,11,7,7,4,6
1810063I02Rik,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Med9os,64,45,41,10,6,7,2,5,4,56,31,30,5,5,6,6,4,4
Med9,2871,2801,2503,1203,943,874,1139,1046,1327,2281,1608,1562,634,612,633,956,1097,1191
Rasd1,1428,1613,1279,394,279,146,67,92,106,8162,5792,4915,1375,984,1337,836,561,829
Pemt,330,406,493,197,183,172,74,72,89,279,175,232,94,100,132,99,97,148
Gm27511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rai1,6969,8196,7771,7413,6449,4244,4491,4309,4396,11500,8550,8602,6619,7892,7587,5007,4687,5612
4930412M03Rik,0,10,5,2,2,0,0,6,0,6,0,5,0,2,2,1,2,0
Srebf1,5867,6608,6227,7131,5476,5904,9297,9550,10485,11804,7808,8757,6024,6290,7407,7474,8055,9007
Mir6921,4,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,1
Mir6922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom1l2,5811,8695,7757,2595,1562,3382,2504,2572,2719,7965,5923,6458,1414,1062,1476,2756,2867,3007
Gm12265,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
Gm27711,0,1,2,0,0,5,0,0,0,0,0,5,0,1,0,1,0,0
Drc3,299,561,504,87,85,138,47,74,47,393,329,402,83,53,90,64,87,104
Atpaf2,1328,1858,1455,1029,765,703,1013,1237,1273,1602,1232,1501,716,600,724,895,1064,1158
Gid4,1874,2604,2199,2069,1082,2842,1917,1982,2201,2347,1628,1934,866,726,821,1755,2046,1921
Drg2,2292,2704,2251,2257,1752,1468,2003,2042,2371,2702,2144,2165,1337,1570,1640,1986,2179,2302
Myo15,47,46,68,12,24,19,35,66,69,92,53,103,14,61,42,56,45,55
Alkbh5,6280,9352,8508,10896,6805,16564,7582,7756,7996,6673,5138,5823,4010,4514,3819,6862,7517,7257
Gm26837,20,26,56,46,10,44,33,22,11,41,31,47,20,19,27,17,27,29
Llgl1,3406,3700,3255,3061,1889,2141,3070,3197,3180,6196,4211,4486,2974,2415,2925,2521,2748,2844
Flii,3340,4459,3930,4690,3435,4239,7430,7757,8423,7550,4909,5837,4223,4570,4650,4618,4791,5024
Mief2,719,753,615,471,348,330,671,684,831,1423,997,1139,501,503,691,805,1037,1032
Mir5100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23341,0,4,0,4,0,0,0,0,0,0,0,2,2,0,4,0,0,0
Top3a,1076,1830,1532,1564,1246,1865,877,753,1066,1689,1229,1411,1100,989,1246,948,1031,1143
Smcr8,1177,1131,861,2051,1428,1158,2174,2222,2097,2350,1811,1822,1876,2112,1945,2147,2106,2262
Shmt1,1117,1505,1402,1520,1341,847,308,358,421,1204,880,1049,807,641,821,760,685,998
Gm24945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhrs7b,1073,1078,1137,776,554,411,659,712,690,1051,734,779,422,330,444,539,591,593
Tmem11,1786,2381,1846,2631,1900,1806,1286,1467,1581,1439,1047,1111,1212,1490,1267,1185,1358,1384
Gm26534,44,60,42,8,6,19,24,28,38,93,68,102,27,26,39,38,49,59
Natd1,1245,3358,2780,3606,1798,6927,1699,1806,1865,1741,1376,1884,1136,1137,1180,1526,1519,1454
Map2k3os,73,91,76,134,91,68,46,81,46,128,74,79,32,43,43,121,112,112
Map2k3,1689,1896,1769,4959,4459,2494,2534,2036,2626,1816,1236,1444,2455,2900,2588,2237,2509,2582
Kcnj12,8,6,15,0,8,15,2,3,4,14,5,8,13,5,15,70,68,59
Tnfrsf13b,14,16,6,5,7,3,13,6,12,3,12,8,4,3,14,10,5,4
Usp22,7191,8226,6806,5952,5399,3352,7945,8873,9213,11973,8476,9153,8456,8096,8392,7545,8599,8845
Aldh3a1,88,78,128,88,50,56,42,22,27,44,30,28,29,42,16,61,34,52
Aldh3a2,3454,4089,3376,1850,1845,1642,1926,1995,2135,5465,3820,4194,2285,2000,2176,1690,1872,1934
Slc47a2,9759,13254,12904,947,820,487,45,26,82,3274,2535,3087,619,412,749,339,221,373
